Point,Date,Time,Level,Spectral
DA,19-Jan-21,15:40,0.53,Vel
DA,26-Jan-21,10:02,0.63,Vel
DA,9-Feb-21,20:16,1.16,Vel
DA,11-Feb-21,9:44,1.24,Vel
DA,13-Feb-21,17:29,1.29,Vel
DA,18-Feb-21,9:17,1.38,Vel
DA,19-Feb-21,9:32,1.18,Vel
DA,3-Mar-21,9:18,1.33,Vel
DA,16-Mar-21,13:59,1.19,Vel
DA,5-Apr-21,8:55,0.94,Vel
DA,16-Apr-21,8:13,1.05,Vel
DA,3-May-21,9:19,1.6,Vel
DA,17-May-21,8:24,1.79,Vel
DA,21-May-21,9:05,1.27,Vel
DA,21-May-21,9:18,1.3,Vel
DA,21-May-21,9:26,1.34,Vel
DA,21-May-21,16:43,1.08,Vel
DA,25-May-21,12:09,1.28,Vel
DA,3-Jun-21,8:24,1.51,Vel
DA,16-Jun-21,9:29,1.49,Vel
DA,5-Jul-21,10:59,1.37,Vel
DA,19-Jul-21,10:36,0.97,Vel
DA,24-Jul-21,16:13,1.02,Vel
DA,3-Aug-21,8:57,0.75,Vel
DA,17-Aug-21,8:23,0.93,Vel
DA,2-Sep-21,8:13,1.12,Vel
DA,29-Sep-21,10:51,2.62,Vel
DA,29-Sep-21,16:04,2.11,Vel
DA,30-Sep-21,8:46,2.04,Vel
DA,30-Sep-21,9:51,2.52,Vel
DA,4-Oct-21,7:59,2.92,Vel
DA,7-Oct-21,8:39,1.49,Vel
DA,18-Oct-21,8:05,0.72,Vel
DA,2-Nov-21,8:42,0.88,Vel
DA,17-Nov-21,8:17,0.56,Vel
DA,3-Dec-21,8:23,0.54,Vel
DA,16-Dec-21,8:54,0.68,Vel
DA,5-Jan-22,8:54,5.86,Vel
DA,6-Jan-22,15:08,4.48,Vel
DA,8-Jan-22,16:44,1.29,Vel
DA,8-Jan-22,16:50,0.68,Vel
DA,9-Jan-22,20:22,0.75,Vel
DA,14-Jan-22,9:36,0.91,Vel
DA,18-Jan-22,13:57,0.72,Vel
DA,24-Jan-22,9:34,0.73,Vel
DA,25-Jan-22,9:10,0.61,Vel
DA,4-Feb-22,8:35,1.14,Vel
DA,17-Feb-22,8:31,1.2,Vel
DA,7-Mar-22,9:18,0.59,Vel
DA,18-Mar-22,8:09,0.85,Vel
DA,2-Apr-22,14:28,0.91,Vel
DA,20-Apr-22,7:59,1.4,Vel
DA,4-May-22,10:07,1.35,Vel
DA,4-May-22,21:54,1.1,Vel
DA,5-May-22,19:21,1.05,Vel
DA,18-May-22,9:15,1.58,Vel
DA,25-May-22,10:10,1.3,Vel
DA,20-Jun-22,9:27,0.95,Vel
DA,6-Jul-22,15:37,1.05,Vel
DA,19-Jul-22,7:47,1.17,Vel
DA,3-Aug-22,14:29,1.19,Vel
DA,19-Aug-22,8:45,1.23,Vel
DA,5-Sep-22,10:17,3.74,Vel
DA,5-Sep-22,20:41,0.94,Vel
DA,20-Sep-22,8:08,0.92,Vel
DA,20-Oct-22,9:46,1.1,Vel
DA,3-Nov-22,13:46,1.22,Vel
DA,12-Nov-22,19:30,1.13,Vel
DA,18-Nov-22,9:41,1,Vel
DA,18-Dec-22,10:56,1.23,Vel
DA,23-Jan-23,10:03,0.84,Vel
DA,22-Feb-23,16:48,1.63,Vel
DA,6-Mar-23,8:58,1.29,Vel
